metabolites	metabolite	name	formula	charge	compartment	metabolomic evidence (#studies)	metabolomic evidence (pubmed)	references	notes
2amac_c	2amac	2-aminoprop-2-enoic acid	C3H5NO2	0	c
2imppa_c	2imppa	2-Iminopropanoate	C3H5NO2	0	c
2mop_c	2mop	2-methyl-3-oxopropanoate	C4H5O3	-1	c
34dhmald_c	34dhmald	"3,4-dihydroxymandelaldehyde"	C8H8O4	0	c
34dhoxmand_c	34dhoxmand	"3,4-dihydroxymandelate"	C8H7O5	-1	c
3mlda_c	3mlda	Methylimidazoleacetate	C6H7N2O2	-1	c
3mlda_e	3mlda	Methylimidazoleacetate	C6H7N2O2	-1	e
3mldz_c	3mldz	Methylimidazole-acetaldehyde	C6H8N2O	0	c
3mox4hoxm_c	3mox4hoxm	vanillylmandelate	C9H9O5	-1	c
3mox4hoxm_e	3mox4hoxm	vanillylmandelate	C9H9O5	-1	e
42a3hp24db_c	42a3hp24db	"4-(2-amino-3-hydroxyphenyl)-2,4-dioxobutanoate"	C10H7NO5	-2	c
4hoxpacd_c	4hoxpacd	4-hydroxyphenylacetaldehyde	C8H8O2	0	c
4hphac_c	4hphac	4-hydroxyphenylacetate	C8H7O3	-1	c
56dh5flura_c	56dh5flura	"5,6-Dihydro-5-fluorouracil"	C4H5FN2O2	0	c
56dh5flura_e	56dh5flura	"5,6-Dihydro-5-fluorouracil"	C4H5FN2O2	0	e
56dthm_c	56dthm	"5,6-dihydrothymine"	C5H8N2O2	0	c
56dthm_e	56dthm	"5,6-dihydrothymine"	C5H8N2O2	0	e
56dura_c	56dura	"5,6-dihydrouracil"	C4H6N2O2	0	c
56dura_e	56dura	"5,6-dihydrouracil"	C4H6N2O2	0	e
5fludp_c	5fludp	"5,6-Dihydro-5-fluorouradine 5-diphosphate"	C9H10FN2O12P2	-3	c
5flump_c	5flump	"5,6-Dihydro-5-fluorouradine 5-monophosphate"	C9H10FN2O9P	-2	c
5flutp_c	5flutp	"5,6-Dihydro-5-fluorouradine 5-triphosphate"	C9H10FN2O15P3	-4	c
acgal1p_c	acgal1p	N-acetyl-_-D-galactosamine 1-phosphate	C8H14NO9P	-2	c
ach_c	ach	Acetylcholine	C7H16NO2	1	c
acnagalgbside_hs_c	acnagalgbside_hs	Monosialylgalactosylgloboside	C62H105N3O36R	-1	c
cdprbt_c	cdprbt	CDP-L-ribitol	C14H23N3O15P2	-2	c
cdprib_c	cdprib	CDP-D-ribose	C14H21N3O15P2	-2	c
cdpru5p__D_c	cdpru5p__D	CDP-D-ribulose	C14H21N3O15P2	-2	c
cholate_c	cholate	cholate	C24H39O5	-1	c
cholate_e	cholate	cholate	C24H39O5	-1	e
cmpacna_c	cmpacna	CMP-N-acetylneuraminate	C20H29N4O16P	-2	c
cullin_lys__L_c	cullin_lys__L	[cullin]-L-lysine 	C6H13N2OR	0	c
cullin_nedd8lys_c	cullin_nedd8lys	N6-[NEDD8-protein]-yl-[cullin]-L-lysine	C6H13N2ORCO2R	0	c
cysam_c	cysam	Cysteamine	C2H8NS	1	c
dgchol_c	dgchol	glycochenodeoxycholate	C26H43NO5	0	c
dgchol_e	dgchol	glycochenodeoxycholate	C26H43NO5	0	e
dheas_c	dheas	dehydroepiandrosterone sulfate	C19H27O5S	-1	c
dheas_e	dheas	dehydroepiandrosterone sulfate	C19H27O5S	-1	e
e1nd8act_cys__L_c	e1nd8act_cys__L	[E1 NEDD8-activating enzyme]-L-cysteine	C3H5NORS	0	c
e217obglcur_c	e217obglcur	17beta-estradiol 17-O-(beta-D-glucuronate)	C24H31O8	-1	e
e217obglcur_e	e217obglcur	17beta-estradiol 17-O-(beta-D-glucuronate)	C24H31O8	-1	e
e2nd8conj_cys__L_c	e2nd8conj_cys__L	[E2 NEDD8-conjugating enzyme]-L-cysteine	C3H5NORS	0	c
estrones_c	estrones	estrone 3-sulfate	C18H21O5S	-1	c
estrones_e	estrones	estrone 3-sulfate	C18H21O5S	-1	e
frnsl2e6e_c	frnsl2e6e	"(2E,6E)-farnesal"	C15H24O	0	c
frnsn2e6e_c	frnsn2e6e	"(2E,6E)-farnesoate"	C15H23O2	-1	c
ga1_hs_c	ga1_hs	GA1	C44H79N2O22RCO	0	c
ga1_hs_e	ga1_hs	GA1	C44H79N2O22RCO	0	e
ga2_hs_c	ga2_hs	GA2	C38H69N2O17RCO	0	c
galgluside_hs_e	galgluside_hs	LacCer pool	C31H56NO13R	0	e
gchola_c	gchola	glycocholate	C26H43NO6	0	c
gchola_e	gchola	glycocholate	C26H43NO6	0	e
gd1a_hs_c	gd1a_hs	GD1a	C66H111N4O38RCO	-2	c
gd1a_hs_e	gd1a_hs	GD1a	C66H111N4O38RCO	-2	e
gd1b_hs_c	gd1b_hs	GD1b	C66H111N4O38RCO	-2	c
gd1b_hs_e	gd1b_hs	GD1b	C66H111N4O38RCO	-2	e
gd2_hs_e	gd2_hs	GD2	C60H101N4O33RCO	-2	e
gd3_hs_e	gd3_hs	GD3	C52H88N3O28RCO	-2	e
gdchac_c	gdchac	glycodeoxycholate	C26H42NO5	-1	c
gdchac_e	gdchac	glycodeoxycholate	C26H42NO5	-1	e
glac_c	glac	"D-glucurono-6,3-lactone"	C6H8O6	0	c
glcn_c	glcn	D-gluconate	C6H11O7	-1	c
glcn_e	glcn	D-gluconate	C6H11O7	-1	e
glcr_c	glcr	D-glucarate	C6H8O8	-2	c
glyb_e	glyb	betaine	C5H11NO2	0	e
