#	PubMed ID	Article/Section Title	Abstract	Language	Start Page	End Page	Journal	Volume	Issue	Year	Month	Day	Mesh IDs	Mesh terms	Authors	Reference type	Editors	Book	Publisher	IBSN	DOI	Keywords	RBC Keywords	RBC Specific
0	20243383	Alkaline phosphatase in erythrocytes.		eng	59		Current science	16	2	1947	Feb		D000469;D001769;D004912;D006801;D010744	Alkaline Phosphatase;Blood;Erythrocytes;Humans;Phosphoric Monoester Hydrolases	PATWARDHAN VN;RANGANATHAN S	Journal, Articles						BLOOD/phosphatase;ERYTHROCYTES;PHOSPHATASE/alkaline	Erythrocyte;erythrocyte;ERYTHROCYTE	True
1	16748387	Crystalline human erythrocyte catalase.		eng	203	205	The Biochemical journal	43	2	1948			D002374;D004912;D006801	Catalase;Erythrocytes;Humans	Herbert D;Pinsent J	Journal, Articles							Erythrocyte;erythrocyte	True
2	14898542	Distribution of phosphatases in human erythrocytes.		eng	112	128	The Journal of physiology	116	1	1952	Jan	28	D004912/Q000378;D010744/Q000097	Erythrocytes/metabolism;Phosphoric Monoester Hydrolases/blood	CLARKSON EM;MAIZELS M	Journal, Articles						ERYTHROCYTES/metabolism;PHOSPHATASES/in blood	Erythrocyte;erythrocyte;ERYTHROCYTE	True
3	13192763	Facilitated transfer of hexoses across the human erythrocyte membrane.		eng	163	180	The Journal of physiology	125	1	1954	Jul	28	D004910;D004912/Q000378;D005632/Q000378;D005947/Q000378;D006601/Q000378;D006801;D013013/Q000378	Erythrocyte Membrane;Erythrocytes/metabolism;Fructose/metabolism;Glucose/metabolism;Hexoses/metabolism;Humans;Sorbose/metabolism	WIDDAS WF	Journal, Articles						ERYTHROCYTES/metabolism;FRUCTOSE/metabolism;GLUCOSE/metabolism;HEXOSES/metabolism;SORBOSE/metabolism	Erythrocyte;erythrocyte;ERYTHROCYTE	True
4	13416279	Enzymatic synthesis of nicotinamide mononucleotide.		eng	759	770	The Journal of biological chemistry	225	2	1957	Apr		D009537;D009711/Q000097	Nicotinamide Mononucleotide;Nucleotides/blood	PREISS J;HANDLER P	Journal, Articles						NUCLEOTIDES/in blood		True
5	13405917	Enzymes of the human erythrocyte. I. Purine nucleoside phosphorylase; isolation procedure.		eng	879	887	The Journal of biological chemistry	224	2	1957	Feb		D004912;D006801;D006005/Q000097;D011683	Erythrocytes;Humans;Phosphorylases/blood;Purine-Nucleoside Phosphorylase	TSUBOI KK;HUDSON PB	Journal, Articles						PHOSPHORYLASES/in blood	Erythrocyte;erythrocyte	True
6	13449071	Erythrocyte metabolism. IV. Isolation and properties of methemoglobin reductase.		eng	261	272	The Journal of biological chemistry	227	1	1957	Jul		D042966;D004912;D006801;D010088/Q000097	Cytochrome-B(5) Reductase;Erythrocytes;Humans;Oxidoreductases/blood	HUENNEKENS FM;CAFFREY RW;BASFORD RE;GABRIO BW	Journal, Articles						DEHYDROGENASES/in blood	Erythrocyte	True
7	13563527	Biosynthesis of diphosphopyridine nucleotide. II. Enzymatic aspects.		eng	493	500	The Journal of biological chemistry	233	2	1958	Aug		D003067;D009243	Coenzymes;NAD	PREISS J;HANDLER P	Journal, Articles						COENZYMES		True
8	13654516	Pyrimidine metabolism in man. I. The biosynthesis of orotic acid.		eng	798	809	The Journal of clinical investigation	38	5	1959	May		D009963/Q000378	Orotic Acid/metabolism	SMITH LH;BAKER FA	Journal, Articles						OROTIC ACID/metabolism		True
9	13800264	Aconitase in human blood.		eng	456	460	The Journal of laboratory and clinical medicine	54		1959	Sep		D000154;D006801;D006836/Q000097	Aconitate Hydratase;Humans;Hydro-Lyases/blood	BEUTLER E;YEH MK	Journal, Articles						HYDRASES/blood		True
10	13715208	Diglyceride kinase and phosphatidic acid phosphatase in erythrocyte membranes.		eng	836	837	Nature	189		1961	Mar	11	D019852;D004910;D004912/Q000378;D006801;D010711;D010744/Q000097;D010770/Q000097	Diacylglycerol Kinase;Erythrocyte Membrane;Erythrocytes/metabolism;Humans;Phosphatidate Phosphatase;Phosphoric Monoester Hydrolases/blood;Phosphotransferases/blood	HOKIN LE;HOKIN MR	Journal, Articles						ERYTHROCYTES/metabolism;KINASES/blood;PHOSPHATASES/blood	Erythrocyte;erythrocyte;ERYTHROCYTE	True
11	13689647	Kinetic properties of erythrocyte- and liver arginase.		eng	148	152	Biochimica et biophysica acta	48		1961	Mar	18	D000581/Q000737;D001119;D004912/Q000378;D007700;D008099/Q000378	Amidohydrolases/chemistry;Arginase;Erythrocytes/metabolism;Kinetics;Liver/metabolism	CABELLO J;BASILIO C;PRAJOUX V	Journal, Articles						AMIDASES/chemistry;ERYTHROCYTES/metabolism;LIVER/metabolism	Erythrocyte;erythrocyte;ERYTHROCYTE	True
12	13924712	Ribosediphosphate in the human erythrocyte.		eng	117	123	Biochemical and biophysical research communications	6		1961	Nov	01	D004912/Q000737;D010428/Q000097	Erythrocytes/chemistry;Pentosephosphates/blood	VANDERHEIDEN BS	Journal, Articles						ERYTHROCYTES/chemistry;PENTOSEPHOSPHATES/blood	Erythrocyte;erythrocyte;ERYTHROCYTE	True
13	14462629	Kinetics of uric acid transport in human erythrocytes.		eng	557	569	Biochimica et biophysica acta	53		1961	Nov	11	D004912/Q000378;D006801;D017136;D007700;D014527/Q000097	Erythrocytes/metabolism;Humans;Ion Transport;Kinetics;Uric Acid/blood	LASSEN UV	Journal, Articles						ERYTHROCYTES/metabolism;URIC ACID/blood	Erythrocyte;erythrocyte;ERYTHROCYTE	True
14	14466986	Enzymatic deficiencies of purine nucleotide synthesis in the human erythrocyte.		eng	1622	1625	The Journal of biological chemistry	237		1962	May		D004798/Q000378;D004912/Q000378;D006801;D009705/Q000097;D009711/Q000097;D011685	Enzymes/metabolism;Erythrocytes/metabolism;Humans;Nucleosides/blood;Nucleotides/blood;Purine Nucleotides	LOWY BA;WILLIAMS MK;LONDON IM	Journal, Articles						ENZYMES/metabolism;ERYTHROCYTES/metabolism;NUCLEOSIDES AND NUCLEOTIDES/blood	Erythrocyte;erythrocyte;ERYTHROCYTE	True
15	14086726	PURIFICATION AND PROPERTIES OF GLUTATHIONE REDUCTASE OF HUMAN ERYTHROCYTES.		eng	3928	3933	The Journal of biological chemistry	238		1963	Dec		D002845;D004912;D005978;D005980;D009243;D009249;D010088;D012106;D008063	Chromatography;Erythrocytes;Glutathione;Glutathione Reductase;NAD;NADP;Oxidoreductases;Research;Thioctic Acid	SCOTT EM;DUNCAN IW;EKSTRAND V	Journal, Articles						CHROMATOGRAPHY;ERYTHROCYTES;EXPERIMENTAL LAB STUDY;GLUTATHIONE;LIPOIC ACID;NAD;NADP;OXIDOREDUCTASES	Erythrocyte;ERYTHROCYTE	True
16	13961252	Phosphatidic acid phosphatase in the erythrocyte membrane.		eng	485	497	Biochimica et biophysica acta	67		1963	Mar	12	D001769;D004910;D004912;D006801;D010711	Blood;Erythrocyte Membrane;Erythrocytes;Humans;Phosphatidate Phosphatase	HOKIN LE;HOKIN MR;MATHISON D	Journal, Articles						BLOOD;ERYTHROCYTES	Erythrocyte;erythrocyte;ERYTHROCYTE	True
17	13961253	Diglyceride kinase and other path ways for phosphatidic acid synthesis in the erythrocyte membrane.		eng	470	484	Biochimica et biophysica acta	67		1963	Mar	12	D019852;D004910;D004912;D050155;D010712;D010743;D010770	Diacylglycerol Kinase;Erythrocyte Membrane;Erythrocytes;Lipogenesis;Phosphatidic Acids;Phospholipids;Phosphotransferases	HOKIN LE;HOKIN MR	Journal, Articles						ERYTHROCYTES;PHOSPHOLIPIDS;PHOSPHOTRANSFERASES	Erythrocyte;erythrocyte;ERYTHROCYTE	True
18	13988699	Purification and properties of human-erythrocyte malic dehydrogenase.		eng	7	16	Biochimica et biophysica acta	73		1963	May	07	D004912;D006801;D008291	Erythrocytes;Humans;Malate Dehydrogenase	SHRAGO E;FALCONE AB	Journal, Articles						ERYTHROCYTES;MALATE DEHYDROGENASE	Erythrocyte;erythrocyte;ERYTHROCYTE	True
19	14230350	ACETALDEHYDE, A PRODUCT OF DEOXYNUCLEOSIDE METABOLISM IN HUMAN ERYTHROCYTE GHOSTS.		eng	1080	1082	Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)	116		1964			D000079;D000446;D004906;D004910;D004912;D005987;D006801;D008660;D009705;D010084;D010428;D010710;D012106;D014306	Acetaldehyde;Aldehyde-Lyases;Erythrocyte Count;Erythrocyte Membrane;Erythrocytes;Glyceraldehyde-3-Phosphate Dehydrogenases;Humans;Metabolism;Nucleosides;Oxidation-Reduction;Pentosephosphates;Phosphates;Research;Trioses	LIONETTI FJ;FORTIER NL;JEDZINIAK JA	Journal, Articles						ACETALDEHYDE;ALDEHYDE-LYASES;ERYTHROCYTES;EXPERIMENTAL LAB STUDY;GLYCERALDEHYDEPHOSPHATE DEHYDROGENASE;METABOLISM;NUCLEOSIDES;PENTOSEPHOSPHATES;PHOSPHATES;TRIOSES	Erythrocyte;ERYTHROCYTE	True
