Uniprot	16861337	18399644	18494517	18614565	19778645	22954596	24555563	26078478	26474164	27006477	28263177	28689405	30327373	31552303	33103907	33341364	35858567	36346805	37760001	37942280
P04406	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
P04040	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
P51148	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Q99832	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
P53396	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
P69905	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
P27105	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
P38606	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
Q00013	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
P49720	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P02549	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
P50991	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P52907	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P11142	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
P00387	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
P00915	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
P11166	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
P25788	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P49247	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P78371	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P17987	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P48729	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
P48643	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
Q9H479	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
Q00796	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
Q14974	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P49721	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P05089	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
O14744	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P61225	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
P35998	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P36959	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
Q9Y230	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P25786	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P07384	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
O95747	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P60953	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
P32119	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
P16157	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1
P10644	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1
Q9GZP4	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P20618	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1
P53004	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P16452	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Q5TDH0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P30041	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P60900	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1
Q9H0U4	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Q96P70	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P00352	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P31946	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
O00487	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1
P34932	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
Q9Y315	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1
P35612	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1
Q96PL5	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
Q5T4S7	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0
Q13617	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0
Q13616	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1
P30613	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P07738	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P31939	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P35579	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
Q9H9Q2	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0
O15067	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P50502	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1
Q86UX7	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1
Q06830	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1
P00558	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P61020	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1
P01116	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1
Q9UKV8	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
Q8WUM4	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
Q9NRV9	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1
P61026	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
Q9UL25	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
P00338	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1
P50895	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0
O95782	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
O43242	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1
P62195	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1
Q00610	1	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P04075	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
P48507	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P48426	1	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
O15400	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
P45974	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P05198	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
Q13200	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1
P00918	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
O94919	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0
P06733	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P07195	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P62191	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1
O14818	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1
P61006	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1
P11171	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1
Q99497	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
Q14C86	1	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P63000	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
P26599	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1
P13489	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P23526	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P22314	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P23634	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
Q9BT78	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P28070	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P17612	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1
P26038	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1
P11277	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
P13796	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
Q15286	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1
P17858	1	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
Q99436	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
Q16531	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
O00232	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P28289	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
P25789	1	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P25787	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1
P48637	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
Q99460	1	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P43686	1	0	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P63104	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1
P23381	0	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P06744	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1
Q92905	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P61981	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1
Q9UNS2	0	1	1	1	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1
P63208	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	1
Q3LXA3	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1
P48506	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P04632	0	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P04792	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P61201	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1
P13639	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1
Q9NP58	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
P13798	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1
P46459	1	1	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1
P43034	0	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P61224	1	0	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1
Q15181	0	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P29144	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1
P23276	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
P23284	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1
Q15691	0	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
Q15907	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1
P17980	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0
O95373	1	0	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P60891	1	1	0	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1
Q9BS40	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P55072	1	0	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
Q8IUI8	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0
P55060	1	1	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1
Q9UJU6	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P55036	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1
P00441	1	0	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P54920	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1
P00492	1	0	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1
P54725	0	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
Q04760	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
Q15365	0	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P54577	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
O60664	0	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P17174	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P16930	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P21281	0	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P16152	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1
P21980	1	1	1	1	0	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1
P51665	1	1	1	1	0	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1
P51149	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1
P68871	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1
P02042	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1
P50570	1	0	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1
P14868	1	1	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P61106	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1
P41091	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1
P05023	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1
P30043	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
P29972	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1
Q9Y265	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P62937	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1
P09960	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
Q9H4G4	1	0	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1
P28066	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	1	1	1	1
Q5VVQ6	1	1	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P09543	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1
P31948	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
O75874	0	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P08754	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1
P78417	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
Q5XPI4	1	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P26447	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P27348	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1
Q9Y2V2	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
Q9UQ80	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
Q13630	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
O00233	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1
P62258	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1
P40227	1	1	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1
P28072	0	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P11021	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1
O75955	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1
P53990	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
Q9BSL1	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0
P11413	1	0	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P25685	0	0	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1
O43765	0	1	1	1	1	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1
P68371	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	1	1	1	1
Q06323	0	0	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P00568	1	0	0	1	1	1	1	0	0	1	1	1	1	0	1	0	1	1	1	1
Q16658	1	0	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
Q16775	1	1	0	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1
P63241	1	0	0	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1
P52209	1	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1
Q8WW22	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0
Q9NR45	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P54578	1	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1
Q5VW32	0	0	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1
Q86VP6	1	0	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P78318	0	1	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	0
P10768	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1
P62834	1	0	0	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1
P60842	1	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1
P10599	1	0	0	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1
P60709	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	0	0	1	1	1
P17931	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1
Q9UDX3	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P55786	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1
Q9NUQ9	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1
P55209	1	0	0	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1
Q9NTK5	0	0	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1
O00231	0	0	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P30046	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1
P30086	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1
Q00577	0	0	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1
Q16401	1	0	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P30153	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	0	1	1	1	1
O60256	1	1	0	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1
P00390	1	0	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P55010	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P54727	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
P0DMV8	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0
P28074	0	0	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
Q9NY33	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	1
P09105	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
A6NDG6	0	1	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1
Q6XQN6	1	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1
P11586	0	0	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1
Q9UIA9	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	1	0
Q96GD0	0	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0
Q96G03	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
