	rho	pvalue
15KPGE1Ry	-0.06390576034335754	0.006504165684415779
15KPGE2Ry	-0.06390576034335754	0.006504165684415779
15KPGE3Ry	-0.06390576034335754	0.006504165684415779
15KPGF1Ry	-0.06390576034335754	0.006504165684415779
15KPGF2Ry	-0.06390576034335754	0.006504165684415779
15KPGF3Ry	-0.06390576034335754	0.006504165684415779
1SGTH2OHE1ABCte	-0.04644027116953917	0.04809219631150184
1SGTH2OHE2ABCte	-0.04644027116953917	0.04809219631150184
23CGAMPABCte	-0.0438661291185984	0.06191756067613844
23CGAMP_AICARtex	-0.057047679818920956	0.015153705874318591
23CGAMP_OHtex	-0.057047679818920956	0.015153705874318591
23CGAMP_THMMPtex	-0.057047679818920956	0.015153705874318591
23CN3PA	-0.019761288683755023	0.4005204408668914
23CN3PC	-0.019761288683755023	0.4005204408668914
23CN3PG	-0.019761288683755023	0.4005204408668914
23CN3PU	-0.019761288683755023	0.4005204408668914
23E1QN1GST	-0.035914913602481516	0.1264506077949856
23E1QN4GST	-0.035914913602481516	0.1264506077949856
23E2QN1GST	-0.035914913602481516	0.1264506077949856
23E2QN4GST	-0.035914913602481516	0.1264506077949856
2ABUTGLYDP	0.0010012991385225831	0.9660255829072053
2ABUTTA	0.04359470913655139	0.06355006992727141
2ABUTtec	-0.057047679818920956	0.015153705874318591
2DADNt	-0.1565831673302415	2.053750971163166e-11
2DCYTt	-0.1565831673302415	2.053750971163166e-11
2DGSNt	-0.1565831673302415	2.053750971163166e-11
2DINSt	-0.1565831673302415	2.053750971163166e-11
2DURIt	-0.1565831673302415	2.053750971163166e-11
2H3MV	-0.058803819264004804	0.012294516922850789
2HBO	-0.058803819264004804	0.012294516922850789
2HB_5OXPROtex	0.014742251904220259	0.5305653601814377
2HB_ACACtex	0.014742251904220259	0.5305653601814377
2HB_ACtex	0.014742251904220259	0.5305653601814377
2HB_BUTtex	0.014742251904220259	0.5305653601814377
2HB_DLACtex	0.014742251904220259	0.5305653601814377
2HB_GLYCLTtex	0.014742251904220259	0.5305653601814377
2HB_PPAtex	0.014742251904220259	0.5305653601814377
2HBt2	0.014742251904220259	0.5305653601814377
2HIV	-0.058803819264004804	0.012294516922850789
2IMBUTDA	0.07442871861441301	0.0015219608539732863
2IMPPADA	0.07442871861441301	0.0015219608539732863
2LACK_L	-0.09910553548308682	2.37691230978027e-05
2LACP_L	-0.03814055563991064	0.10458473691947093
2OBUT_2HBtex	0.014742251904220259	0.5305653601814377
2OBUT_5OXPROtex	0.014742251904220259	0.5305653601814377
2OBUT_ACACtex	0.014742251904220259	0.5305653601814377
2OBUT_ACtex	0.014742251904220259	0.5305653601814377
2OBUT_BUTtex	0.014742251904220259	0.5305653601814377
2OBUT_DLACtex	0.014742251904220259	0.5305653601814377
2OBUT_GLYCLTtex	0.014742251904220259	0.5305653601814377
2OBUT_LLACtex	0.014742251904220259	0.5305653601814377
2OBUT_PPAtex	0.014742251904220259	0.5305653601814377
2OBUTt	0.014742251904220259	0.5305653601814377
2OHE1MT	-0.059565911919263706	0.011210118507761643
2OHE1MT2	-0.059565911919263706	0.011210118507761643
2OHE1PX	0.06973018300197863	0.0029798096309054225
2OHE2MT	-0.059565911919263706	0.011210118507761643
2OHE2MT2	-0.059565911919263706	0.011210118507761643
2OHE2PX	0.06973018300197863	0.0029798096309054225
2SGTH4OHE1ABCte	-0.04644027116953917	0.04809219631150184
2SGTH4OHE2ABCte	-0.04644027116953917	0.04809219631150184
34DHALDDx	-0.05597746067581629	0.01716985838154276
34DHALDDy	-0.05597746067581629	0.01716985838154276
34DHOXMANDMT	-0.059565911919263706	0.011210118507761643
34DHPHAMT	-0.059565911919263706	0.011210118507761643
34DHXMANDACOXx	-0.05597746067581629	0.01716985838154276
34DHXMANDACOXy	-0.05597746067581629	0.01716985838154276
34E1QN2GST	-0.035914913602481516	0.1264506077949856
34E2QN2GST	-0.035914913602481516	0.1264506077949856
34HPLDH	-0.06721121568230608	0.0042060208743588
34HPPT	0.07222238289197745	0.002096365618678052
3DGDH	0.015460310065134037	0.5107351903162046
3DGRy	-0.0396977047965113	0.09115514368992854
3HKYNAKGAT	-0.08202501683225076	0.000473904053264131
3M4HDXPACx	-0.05597746067581629	0.01716985838154276
3M4HDXPACy	-0.05597746067581629	0.01716985838154276
3MOBt2	0.014742251904220259	0.5305653601814377
3OHAACPDH1	-0.014136709531110962	0.5475865876084471
3OHAACPDH2	-0.014136709531110962	0.5475865876084471
3OHAACPDH3	-0.014136709531110962	0.5475865876084471
3OHAACPDH4	-0.014136709531110962	0.5475865876084471
3OHAACPDH5	-0.014136709531110962	0.5475865876084471
3OHAACPDH6	-0.014136709531110962	0.5475865876084471
3OHAACPDH7	-0.014136709531110962	0.5475865876084471
3OHAACPDH8	-0.014136709531110962	0.5475865876084471
3OXAACPR1y	-0.014136709531110962	0.5475865876084471
